시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
장승백이전통시장,상설장,인천광역시 남동구 인주대로888번길 35,인천광역시 남동구 만수동 1082-1,매일,37.4465641560,126.7352270675,255,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+꽃 미용실,,https://www.instagram.com/jangseungbaegi_market/,Y,Y,1995,032-462-9133,2024-07-22,B553077,소상공인시장진흥공단
동부시장,상설장,인천광역시 동구 샛골로 164-5,인천광역시 동구 송림동 50-95,매일,37.4769980800,126.6452481000,65,수산물+음식점,,,Y,Y,1971,032-773-4173,2024-07-22,B553077,소상공인시장진흥공단
현대시장,상설장,인천광역시 동구 송림로109번길 21,인천광역시 동구 송림동 50-1,매일,37.4774872500,126.6461237000,256,농산물+축산물+가공식품,,,Y,Y,1960,032-761-2617,2024-07-22,B553077,소상공인시장진흥공단
인천산업용품유통센터,상설장,인천광역시 동구 방축로 83번길 23,인천광역시 동구 송림동 294,매일,37.4848277200,126.6547960000,4735,공구,,https://toolmarket.co.kr,Y,Y,1997,,2024-07-22,B553077,소상공인시장진흥공단
송림공구상가,상설장,인천광역시 동구 봉수대로 98,인천광역시 동구 송림동 296,매일,37.4835908048,126.6622109179,323,기계 공구,,www.inchontools.co.kr,Y,Y,1994,032-582-4057,2024-07-22,B553077,소상공인시장진흥공단
송현시장,상설장,인천광역시 동구 화도진로44번길 18,인천광역시 동구 송현동 88-19,매일,37.4761614406,126.6346427761,103,농산물+축산물+가공식품,,,Y,Y,1960,032-773-2368,2024-07-22,B553077,소상공인시장진흥공단
송현자유시장,상설장,인천광역시 동구 중앙로 82,인천광역시 동구 송현동 100-179,매일,37.4757772658,126.6328160221,91,의류,,,Y,N,1962,,2024-07-22,B553077,소상공인시장진흥공단
중앙시장,상설장,인천광역시 동구 중앙로 68,인천광역시 동구 송현동 100-12,매일,37.4753528236,126.6333451464,103,의류,,,N,Y,1972,,2024-07-22,B553077,소상공인시장진흥공단
인천용남시장,상설장,인천광역시 미추홀구 인주대로 266번길17-1,인천광역시 미추홀구 용현동 4-2,매일,37.4518980500,126.6658494000,62,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1975,032-208-6011,2024-07-22,B553077,소상공인시장진흥공단
용현시장,상설장,인천광역시 미추홀구 용삼길 13,인천광역시 미추홀구 용현동 459-92,매일,37.4575611700,126.6503744000,211,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1963,032-886-9318,2024-07-22,B553077,소상공인시장진흥공단
토지금고시장,상설장,인천광역시 미추홀구 낙성중로 38번길 5,인천광역시 미추홀구 용현동 617-55,매일,37.4515498922,126.6378021962,125,농산물+축산물+수산물+가공식품+의류+음식점,,,Y,Y,2001,032-887-8987,2024-07-22,B553077,소상공인시장진흥공단
석바위시장,상설장,인천광역시 미추홀구 경인로 485번길 17-1,인천광역시 미추홀구 주안동 922-6,매일,37.4601469500,126.6927355000,171,농산물+축산물+수산물+가공식품,,https://blog.naver.com/cw_5f,Y,Y,1979,032-426-6877,2024-07-22,B553077,소상공인시장진흥공단
신기시장,상설장,인천광역시 미추홀구 미추홀대로547,인천광역시 미추홀구 주안동 1311-17,매일,37.4462155424,126.6786451911,130,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1975,032-865-5424,2024-07-22,B553077,소상공인시장진흥공단
인천남부종합시장,상설장,인천광역시 미추홀구 인하로 274-30,인천광역시 미추홀구 주안동 1315-19,매일,37.4473753659,126.6783959028,123,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1987,032-864-1331,2024-07-22,B553077,소상공인시장진흥공단
학익시장,상설장,인천광역시 미추홀구 학익동 한나루로 400,인천광역시 미추홀구 학익동 270-3,매일,37.4435149800,126.6649652000,83,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1962,032-873-4723,2024-07-22,B553077,소상공인시장진흥공단
부평종합시장,상설장,인천광역시 부평구 부흥로316번길 38-3,인천광역시 부평구 부평동 360-1,매일,37.4964979615,126.7266187656,200,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,http://www.bptm.co.kr/,Y,Y,1974,032-516-0655,2024-07-22,B553077,소상공인시장진흥공단
진흥종합시장,상설장,인천광역시 부평구 부흥로3204번길 27,인천광역시 부평구 부평동 252-52,매일,37.4969472487,126.7257060046,54,농산물+축산물+수산물,,,Y,Y,1982,032-502-8874,2024-07-22,B553077,소상공인시장진흥공단
부평깡시장,상설장,인천광역시 부평구 주부토로32번길 25,,매일,37.4978879403,126.7265409842,145,농산물+축산물+수산물,,http://www.bpmarket.kr/main/index.php,Y,Y,1950,032-502-7175,2024-07-22,B553077,소상공인시장진흥공단
부평문화의거리,상설장,인천광역시 부평구 부평문화로 78-2,인천광역시 부평구 부평동 201의141,매일,37.4940819579,126.7250050953,216,의류+신발+음식점,,https://bupyeongculture.modoo.at/,Y,Y,1982,032-511-5890,2024-07-22,B553077,소상공인시장진흥공단
십정종합시장(열우물전통시장),상설장,인천광역시 부평구 배곶남로 21번길 18,인천광역시 부평구 십정동 321-6,매일,37.4734016295,126.6955036050,64,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,https://sipjung.com,Y,Y,1985,032-421-6358,2024-07-22,B553077,소상공인시장진흥공단
일신시장(부일종합시장),상설장,인천광역시 부평구 경인로 1118번길 14-7,,매일,37.4847201903,126.7432794887,75,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2020,032-505-5732,2024-07-22,B553077,소상공인시장진흥공단
정서진중앙시장,상설장,인천광역시 서구 원창로239번길 11,인천광역시 서구 가정동 505,매일,37.5185719200,126.6759379717,116,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+수선실 미용실,,http://jeong.aforce.co.kr/,Y,Y,1989,,2024-07-22,B553077,소상공인시장진흥공단
가좌시장,상설장,인천광역시 서구 장고개로337번길18의19,인천광역시 서구 가좌2동 30-48,매일,35.13750857,126.7972832,118,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+학원 병원,,https://www.instagram.com/gj_market8560/,Y,N,1987,032-584-5006,2024-07-22,B553077,소상공인시장진흥공단
인천축산물시장,상설장,인천광역시 서구 가좌로 96번길 35,인천광역시 서구 가좌동 480-19,매일,37.4789925700,126.6884571000,105,축산물,,http://www.icnmeat.co.kr/,Y,Y,1982,032-575-5511,2024-07-22,B553077,소상공인시장진흥공단
인천강남시장,상설장,인천광역시 서구 강남로 14,인천광역시 서구 석남동 454-19,매일,37.5112213109,126.6719954332,96,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+미용실 수선,,www.kangnammarket.com,Y,Y,1984,032-575-0123,2024-07-22,B553077,소상공인시장진흥공단
신거북시장,상설장,인천광역시 서구 거북로99,인천광역시 서구 석남동 541-15,매일,37.5032857944,126.6729888511,93,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+미용실 약국,,,Y,Y,1980,032-577-3528,2024-07-22,B553077,소상공인시장진흥공단
내일전통시장,상설장+5일장,경상남도 밀양시 상설시장3길 18-6,경상남도 밀양시 내일동 174-9,2일+7일,35.4933363020,128.7533090432,120,농산물+축산물+수산물+가공식품+의류+가정용품,,,Y,Y,1915,055-351-3132,2024-07-22,B553077,소상공인시장진흥공단
밀양아리랑시장,상설장+5일장,경상남도 밀양시 상설시장1길11,경상남도 밀양시 내일동 583-1,2일+7일,35.4930587153,128.7525542599,110,의류,,https://www.miryang.go.kr/market/web/,Y,Y,1915,055-354-2659,2024-07-22,B553077,소상공인시장진흥공단
수산시장,상설장+5일장,경상남도 밀양시 하남읍 시서상가길 5,경상남도 밀양시 하남읍 수산리815-18,3일+8일,35.3742256743,128.7087806742,68,농산물+축산물,,,Y,Y,1951,,2024-07-22,B553077,소상공인시장진흥공단
삼천포종합시장,상설장+5일장,경상남도 사천시 동금2길 15,경상남도 사천시 동금동88-4,4일+9일,34.9323441929,128.0785446547,160,농산물+축산물+수산물+가공식품+신발,,,Y,Y,1987,055-833-0662,2024-07-22,B553077,소상공인시장진흥공단
삼천포용궁수산시장,상설장,경상남도 사천시 어시장길 64,경상남도 사천시 동동 485-2,매일,34.9274349431,128.0717635209,270,수산물,,www.g_sijang.co.kr,Y,Y,2013,055-835-2229,2024-07-22,B553077,소상공인시장진흥공단
삼천포전통수산시장,상설장,경상남도 사천시 어시장길 46,경상남도 사천시 서동 311-112,매일,34.9271739974,128.0698929766,171,농산물+수산물+가공식품,,,Y,Y,1994,055-833-2688,2024-07-22,B553077,소상공인시장진흥공단
서포시장,상설장+5일장,경상남도 사천시 자구로 473,경상남도 사천시 서포면 구평리 644-3,4일+9일,35.0068667382,127.9779068240,57,농산물+수산물+가공식품+음식점,,,Y,Y,1998,055-853-1063,2024-07-22,B553077,소상공인시장진흥공단
삼천포중앙시장,상설장+5일장,경상남도 사천시 중앙시장2길 37,경상남도 사천시 선구동17-4,4일+9일,34.9289225394,128.0767147616,200,농산물+축산물+수산물+가공식품+의류,,,Y,Y,1967,055-834-8676,2024-07-22,B553077,소상공인시장진흥공단
사천읍시장,상설장,경상남도 사천시 사천읍 시장1길 16,경상남도 사천시 정의리 392-2,매일,35.0840591090,128.0890110639,174,농산물+축산물+수산물+가공식품+의류+신발,,,Y,Y,1975,055-852-2008,2024-07-22,B553077,소상공인시장진흥공단
산청시장,상설장+5일장,경상남도 산청군 산청읍 중앙로 16-1,경상남도 산청군 산청읍 산청리 252-2,1일+6일,35.4153123760,127.8763043735,74,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1982,,2024-07-22,B553077,소상공인시장진흥공단
덕계종합상설시장,상설장,경상남도 양산시 덕계2길 7,경상남도 양산시 덕계동 754-1,매일,35.3697507561,129.1471559918,175,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+옷수선,,,Y,Y,1995,055-387-7414,2024-07-22,B553077,소상공인시장진흥공단
양산북부시장,상설장,경상남도 양산시 중앙로 232,경상남도 양산시 북부동 148-19,매일,35.3504491903,129.0411959069,129,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+가사원,,https://ysbukbu.itrocks.kr,Y,Y,1988,,2024-07-22,B553077,소상공인시장진흥공단
서창시장,상설장+5일장,경상남도 양산시 서창서2길 5,경상남도 양산시 삼호동 524,4일+9일,35.4162829642,129.1720147996,38,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+옷수선,,,Y,Y,1919,,2024-07-22,B553077,소상공인시장진흥공단
양산남부시장,상설장+5일장,경상남도 양산시 중앙로 133번지,경상남도 양산시 중부동 423-5,1일+6일,35.3424442991,129.0372371035,189,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+옷수선,,,Y,Y,1978,055-386-2523,2024-07-22,B553077,소상공인시장진흥공단
양산남부시장상가,상설장+5일장,경상남도 양산시 장터3길 7,경상남도 양산시 중부동 407-3,1일+6일,35.3433892270,129.0370452702,107,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+옷수선,,,Y,Y,1995,055-386-5236,2024-07-22,B553077,소상공인시장진흥공단
신평시장,상설장+5일장,경상남도 양산시 하북면 신평강변3길 11,경상남도 양산시 하북면 순지리 575,3일+8일,35.4905983688,129.0858571243,48,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+옷수선,,,Y,N,1962,,2024-07-22,B553077,소상공인시장진흥공단
신반시장,상설장+5일장,경상남도 의령군 부림면 신번로9길 11,경상남도 의령군 부림면 신반리519-3,4일+9일,35.4681135436,128.3250368295,21,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1932,,2024-07-22,B553077,소상공인시장진흥공단
의령시장,상설장+5일장,경상남도 의령군 의령읍 의병로18길 13,경상남도 의령군 의령읍 중동리 386-7,3일+8일,35.3185173259,128.2606588559,99,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1930,055-573-2227,2024-07-22,B553077,소상공인시장진흥공단
진주동성상가,상설장,경상남도 진주시 진주대로 901,경상남도 진주시 강남동 219,매일,35.1809217072,128.0893330673,325,의류+신발+가정용품+음식점,,,Y,Y,1994,055-761-1789,2024-07-22,B553077,소상공인시장진흥공단
진주중앙시장,상설장,경상남도 진주시 진양호로547번길 8-1 일원,경상남도 진주시 대안동 8-600,매일,35.1939228458,128.0848889095,420,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+건어물 침구 전통의상,,,Y,Y,1884,055-741-2151,2024-07-22,B553077,소상공인시장진흥공단
동부종합상가,상설장,경상남도 진주시 대신로299번길 7,경상남도 진주시 상대동193-1,매일,35.1870447433,128.1162092309,60,농산물+수산물+가공식품+의류+음식점+근린생활서비스,,,Y,N,1980,055-752-9540,2024-07-22,B553077,소상공인시장진흥공단
자유시장,상설장,경상남도 진주시 도동천로 95,경상남도 진주시 상대동 276-9,매일,35.1801682154,128.1103047948,145,농산물+축산물+수산물+가공식품+의류+신발+음식점,,,Y,Y,1979,055-752-3096,2024-07-22,B553077,소상공인시장진흥공단
진주청과시장,상설장,경상남도 진주시 촉석로 226번길 3,경상남도 진주시 수정동 25-28,매일,35.1962457016,128.0866851496,232,농산물+축산물+수산물,,,N,N,1960,055-748-4955,2024-07-22,B553077,소상공인시장진흥공단
이현종합상가,상설장,경상남도 진주시 신안로 165,경상남도 진주시 이현동 21-3,매일,35.1919912909,128.0661334032,500,기타소매,,,Y,Y,1993,055-742-0343,2024-07-22,B553077,소상공인시장진흥공단
일반성시장,상설장+5일장,경상남도 진주시 동부로1993번길 27,경상남도 진주시 일반성면 창촌리 92,3일+8일,35.1712243861,128.2822068047,60,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+잡화,,,Y,Y,1962,,2024-07-22,B553077,소상공인시장진흥공단
진주논개시장(장대시장),상설장,경상남도 진주시 진양호로569번길 12,경상남도 진주시 장대동 58-8,매일,35.1950658472,128.0872232554,294,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,https://진주논개시장.kr,Y,Y,1962,055-745-0120,2024-07-22,B553077,소상공인시장진흥공단
서문시장제1지구포목시장,상설장,대구광역시 중구 큰장로28길10 2층,대구광역시 중구 대신동 115-379 2층,매일,38.12260005,128.2045407,200,한복 이불 커텐,,,Y,Y,1974,053-254-7923,2024-07-22,B553077,소상공인시장진흥공단
